,PropertyLocation,TotalValue,RecordingDate,SQFTmain,Units,Bedrooms,Bathrooms,EffectiveYearBuilt,townhouse,pool,condo,pud,owned
4735,4449 LINDEN AVE  LONG BEACH CA  90807,$881000.00,20160721,3024,4,8,4,1945,no,no,no,no,no
4736,"4505 CALIFORNIA AVE, APT 0211  LONG BEACH CA  90807",$279000.00,20160726,1187,1,2,2,1974,no,no,yes,no,no
4737,"4505 CALIFORNIA AVE, NO 305  LONG BEACH CA  90807",$311500.00,20160722,1281,1,2,2,1974,no,no,yes,no,no
4738,4736 MATNEY AVE  LONG BEACH CA  90807,$555000.00,20160729,1550,1,3,2,1948,no,no,no,no,no
4739,4630 GUNDRY AVE  LONG BEACH CA  90807,$530000.00,20160729,1060,1,3,1,1944,no,no,no,no,no
4740,4381 MAURY AVE  LONG BEACH CA  90807,$304577.00,20160722,1558,1,3,2,1948,no,yes,no,no,no
4741,4238 WALNUT AVE  LONG BEACH CA  90807,$505000.00,20160729,1470,1,3,2,1946,no,yes,no,no,no
4742,1620 E CARSON ST  LONG BEACH CA  90807,$433236.00,20160722,2425,2,4,3,2004,no,no,no,no,no
4743,3866 ROSE AVE  LONG BEACH CA  90807,$635000.00,20160729,1464,1,2,1,1939,no,no,no,no,no
4744,4300 CALIFORNIA AVE  LONG BEACH CA  90807,$993000.00,20160726,3137,1,3,3,1952,no,yes,no,no,no
4745,4401 OLIVE AVE  LONG BEACH CA  90807,$663098.00,20160729,2390,1,3,2,1940,no,no,no,no,no
4746,1185 E CARSON ST  LONG BEACH CA  90807,$2102836.00,20160726,15965,16,30,30,1980,no,no,no,no,no
4747,3904 LEWIS AVE  LONG BEACH CA  90807,$576124.00,20160722,1493,1,2,2,1950,no,no,no,no,no
4748,"3932 N VIRGINIA RD, 106  LONG BEACH CA  90807",$325000.00,20160729,1136,1,2,2,1987,no,no,yes,no,no
4749,217 E ROOSEVELT RD  LONG BEACH CA  90807,$435984.00,20160722,1410,1,2,2,1962,no,no,no,no,no
4750,3801 N WESTON PL  LONG BEACH CA  90807,$314067.00,20160729,3601,1,6,5,1956,no,no,no,no,no
4751,3926 CEDAR AVE  LONG BEACH CA  90807,$387305.00,20160721,2211,1,3,2,1950,no,no,no,no,no
4752,4228 PINE AVE  LONG BEACH CA  90807,$349046.00,20160722,1072,1,2,1,1921,no,no,no,no,no
4753,520 W MESA WAY  LONG BEACH CA  90807,$1150000.00,20160722,3258,1,4,4,1966,no,yes,no,no,no
4754,665 W TERRYLYNN PL  LONG BEACH CA  90807,$700000.00,20160726,2189,1,3,3,1974,no,no,no,yes,no
4755,4101 CHESTNUT AVE  LONG BEACH CA  90807,$287020.00,20160726,2605,1,4,2,1932,no,no,no,no,no
4756,3716 CEDAR AVE  LONG BEACH CA  90807,$228894.00,20160725,1342,1,2,2,1952,no,no,no,no,no
4757,"3695 LINDEN AVE, NO C4  LONG BEACH CA  90807",$315000.00,20160727,1384,1,2,2,1967,no,no,no,no,no
4758,3452 LIME AVE  LONG BEACH CA  90807,$416667.00,20160729,1080,1,2,1,1930,no,no,no,no,no
4759,811 E 37TH ST  LONG BEACH CA  90807,$695826.00,20160729,1595,1,3,1,1927,no,yes,no,no,no
4760,3756 MYRTLE AVE  LONG BEACH CA  90807,$660000.00,20160727,1524,1,3,2,1930,no,no,no,no,no
4761,1201 E 37TH ST  LONG BEACH CA  90807,$476593.00,20160729,1542,2,3,2,1940,no,no,no,no,no
4762,3700 GUNDRY AVE  LONG BEACH CA  90807,$652397.00,20160726,2847,3,4,3,1949,no,no,no,no,no
4763,1930 E 37TH ST  LONG BEACH CA  90807,$445000.00,20160721,1466,3,3,3,1954,no,no,no,no,no
4764,3652 GUNDRY AVE  LONG BEACH CA  90807,$55298.00,20160726,1252,1,3,1,1933,no,no,no,no,no
4765,3246 CALIFORNIA AVE  SIGNAL HILL CA  90755,$1075180.00,20160722,3502,2,5,5,2008,no,no,no,no,no
4766,,$171800.00,20160721,0,0,0,0,0,no,no,no,no,no
4767,3338 PASADENA AVE  LONG BEACH CA  90807,$330000.00,20160722,979,1,2,3,1980,no,no,yes,no,no
4768,3502 FAIRMAN ST  LAKEWOOD CA  90712,$343972.00,20160728,1149,1,3,1,1952,no,no,no,no,no
4769,2803 DEERFORD ST  LAKEWOOD CA  90712,$625000.00,20160725,1790,1,4,2,1954,no,no,no,no,no
4770,3541 SANDWOOD ST  LAKEWOOD CA  90712,$635000.00,20160721,1546,1,4,2,1970,no,no,no,no,no
4771,3632 DEL AMO BLVD  LAKEWOOD CA  90712,$572500.00,20160722,1210,1,3,1,1954,no,yes,no,no,no
4772,4648 HAYTER AVE  LAKEWOOD CA  90712,$452176.00,20160725,1098,1,3,1,1951,no,no,no,no,no
4773,4019 CENTRALIA ST  LAKEWOOD CA  90712,$394669.00,20160722,1235,1,4,2,1956,no,no,no,no,no
4774,5242 VERDURA AVE  LAKEWOOD CA  90712,$340799.00,20160721,1422,1,2,2,1956,no,no,no,no,no
4775,5203 VERDURA AVE  LAKEWOOD CA  90712,$56345.00,20160727,875,1,2,1,1952,no,no,no,no,no
4776,4912 VERDURA AVE  LAKEWOOD CA  90712,$65218.00,20160727,1210,1,3,1,1952,no,no,no,no,no
4777,5202 LEVELSIDE AVE  LAKEWOOD CA  90712,$223662.00,20160728,875,1,2,1,1952,no,no,no,no,no
4778,5223 LEVELSIDE AVE  LAKEWOOD CA  90712,$147762.00,20160721,1350,1,3,2,1958,no,no,no,no,no
4779,2902 DENMEAD ST  LAKEWOOD CA  90712,$83593.00,20160728,1686,1,3,2,1956,no,no,no,no,no
4780,3329 CANDLEWOOD ST  LAKEWOOD CA  90712,$532100.00,20160729,1530,1,2,1,1954,no,yes,no,no,no
4781,2433 YEARLING ST  LAKEWOOD CA  90712,$79795.00,20160725,1710,1,3,2,1957,no,no,no,no,no
4782,6130 COKE AVE  LONG BEACH CA  90805,$400000.00,20160721,1384,1,3,2,1955,no,yes,no,no,no
4783,9831 CEDAR ST  BELLFLOWER CA  90706,$310000.00,20160722,1157,1,2,2,1984,no,no,yes,no,no
4784,9249 CEDAR ST  BELLFLOWER CA  90706,$905000.00,20160729,3067,4,6,4,1959,no,no,no,no,no
4785,8747 1/2 RAMONA ST  BELLFLOWER CA  90706,$330000.00,20160729,1167,1,2,3,1989,no,no,no,yes,no
4786,9248 PALM ST  BELLFLOWER CA  90706,$2150000.00,20160727,13042,10,18,18,1986,no,no,no,no,no
4787,"8612 RAMONA ST, NO     B  BELLFLOWER CA  90706",$345000.00,20160722,1378,1,3,3,1991,no,no,yes,no,no
4788,10525 ASHWORTH ST  BELLFLOWER CA  90706,$472686.00,20160725,1250,1,3,2,1959,no,no,no,no,no
4789,17726 REGENCY CIR  BELLFLOWER CA  90706,$280000.00,20160722,747,1,2,1,1973,no,no,no,yes,no
4790,17651 SARENTINA CT.  BELLFLOWER CA  90706,$441386.00,20160725,1280,1,3,4,2007,no,no,yes,no,no
4791,17818 WOODRUFF AVE  BELLFLOWER CA  90706,$4639606.00,20160726,35017,40,69,68,1979,no,yes,no,no,no
4792,17642 WINDWARD TER  BELLFLOWER CA  90706,$299000.00,20160729,1254,1,2,3,1980,no,no,no,yes,no
4793,6008 BRIERCREST AVE  LAKEWOOD CA  90713,$113454.00,20160729,1456,1,3,2,1961,no,no,no,no,no
4794,5956 BRIERCREST AVE  LAKEWOOD CA  90713,$399894.00,20160727,2568,1,3,3,1958,no,no,no,no,no
4795,6043 DUNROBIN AVE  LAKEWOOD CA  90713,$564375.00,20160729,1607,1,3,2,1959,no,no,no,no,no
4796,6042 DUNROBIN AVE  LAKEWOOD CA  90713,$460500.00,20160729,1032,1,2,1,1942,no,no,no,no,no
4797,6179 ADENMOOR AVE  LAKEWOOD CA  90713,$167409.00,20160726,1210,1,2,1,1942,no,no,no,no,no
4798,6108 CHARLWOOD ST  LAKEWOOD CA  90713,$436786.00,20160725,2050,1,4,3,1958,no,no,no,no,no
4799,6054 CANEHILL AVE  LAKEWOOD CA  90713,$545000.00,20160727,1215,1,3,2,1959,no,no,no,no,no
4800,5109 HEDDA ST  LAKEWOOD CA  90712,$413000.00,20160721,1025,1,3,1,1943,no,no,no,no,no
4801,5215 ASHWORTH ST  LAKEWOOD CA  90712,$490500.00,20160729,1217,1,2,1,1944,no,no,no,no,no
4802,5337 ASHWORTH ST  LAKEWOOD CA  90712,$478200.00,20160729,1250,1,3,2,1955,no,no,no,no,no
4803,5903 PEPPERWOOD AVE  LAKEWOOD CA  90712,$60995.00,20160726,1021,1,3,1,1944,no,no,no,no,no
4804,4409 ASHWORTH ST  LAKEWOOD CA  90712,$526000.00,20160726,1231,1,2,1,1949,no,no,no,no,no
4805,5618 HAZELBROOK AVE  LAKEWOOD CA  90712,$447134.00,20160727,816,1,2,1,1951,no,no,no,no,no
4806,5609 DUNROBIN AVE  LAKEWOOD CA  90713,$549780.00,20160725,1356,1,2,2,1969,no,no,no,no,no
4807,5344 BRIERCREST AVE  LAKEWOOD CA  90713,$496141.00,20160722,1410,1,3,2,1962,no,no,no,no,no
4808,5243 MONTAIR AVE  LAKEWOOD CA  90712,$581500.00,20160722,815,1,2,1,1950,no,no,no,no,no
4809,5243 ADENMOOR AVE  LAKEWOOD CA  90713,$505000.00,20160729,1066,1,3,1,1951,no,no,no,no,no
4810,6116 SOUTH ST  LAKEWOOD CA  90713,$511000.00,20160727,1166,1,3,2,1955,no,no,no,no,no
4811,6313 MICHELSON ST  LAKEWOOD CA  90713,$367966.00,20160726,1192,1,3,2,1954,no,no,no,no,no
4812,4528 OCANA AVE  LAKEWOOD CA  90713,$295681.00,20160726,1076,1,3,1,1950,no,no,no,no,no
4813,4717 PALO VERDE AVE  LAKEWOOD CA  90713,$495000.00,20160726,888,1,2,1,1963,no,no,no,no,no
4814,4743 MCNAB AVE  LAKEWOOD CA  90713,$81020.00,20160722,1604,1,4,2,1955,no,no,no,no,no
4815,4408 CANEHILL AVE  LAKEWOOD CA  90713,$564000.00,20160728,1492,1,4,2,1953,no,no,no,no,no
4816,4200 OCANA AVE  LAKEWOOD CA  90713,$525000.00,20160721,1301,1,2,2,1962,no,no,no,no,no
4817,4820 BLACKTHORNE AVE  LONG BEACH CA  90808,$398736.00,20160722,1427,1,3,2,1966,no,no,no,no,no
4818,4356 PEPPERWOOD AVE  LONG BEACH CA  90808,$700000.00,20160725,1594,1,2,1,1940,no,no,no,no,no
4819,4315 CLARK AVE  LONG BEACH CA  90808,$749000.00,20160727,1920,1,3,2,1967,no,yes,no,no,no
4820,5258 E VILLAGE RD  LONG BEACH CA  90808,$685000.00,20160729,1020,1,3,1,1944,no,yes,no,no,no
4821,5325 E CARSON ST  LONG BEACH CA  90808,$126288.00,20160727,3561,4,6,4,1946,no,no,no,no,no
4822,5114 E HANBURY ST  LONG BEACH CA  90808,$564978.00,20160726,1386,1,4,2,1945,no,no,no,no,no
4823,3848 MARBER AVE  LONG BEACH CA  90808,$735000.00,20160721,2090,1,5,2,1953,no,yes,no,no,no
4824,5531 E HANBURY ST  LONG BEACH CA  90808,$646200.00,20160721,1282,1,2,2,1946,no,no,no,no,no
4825,3838 RADNOR AVE  LONG BEACH CA  90808,$556000.00,20160726,1092,1,2,2,1967,no,no,no,no,no
4826,3822 ALBURY AVE  LONG BEACH CA  90808,$384199.00,20160728,980,1,2,1,1944,no,no,no,no,no
4827,3729 OCANA AVE  LONG BEACH CA  90808,$315709.00,20160726,1142,1,3,2,1960,no,no,no,no,no
4828,3769 SEBREN AVE  LONG BEACH CA  90808,$616000.00,20160722,1527,1,3,2,1948,no,no,no,no,no
4829,3807 SENASAC AVE  LONG BEACH CA  90808,$615000.00,20160728,1707,1,4,2,1957,no,yes,no,no,no
4830,3913 CONQUISTA AVE  LONG BEACH CA  90808,$659000.00,20160729,1751,1,3,2,1959,no,no,no,no,no
4831,3718 FANWOOD AVE  LONG BEACH CA  90808,$636000.00,20160726,1701,1,3,2,1963,no,no,no,no,no
4832,3723 FAUST AVE  LONG BEACH CA  90808,$585000.00,20160729,1380,1,3,2,1956,no,no,no,no,no
4833,6103 E CARITA ST  LONG BEACH CA  90808,$555000.00,20160728,1800,1,3,2,1954,no,no,no,no,no
4834,5642 E PEABODY ST  LONG BEACH CA  90808,$466855.00,20160721,1312,1,3,2,1951,no,no,no,no,no
4835,5126 E CONANT ST  LONG BEACH CA  90808,$525300.00,20160725,1102,1,3,1,1947,no,no,no,no,no
4836,3553 RUTGERS AVE  LONG BEACH CA  90808,$78740.00,20160722,1211,1,3,2,1948,no,no,no,no,no
4837,5412 E CONANT ST  LONG BEACH CA  90808,$510000.00,20160728,1020,1,2,1,1948,no,no,no,no,no
4838,3311 CHARLEMAGNE AVE  LONG BEACH CA  90808,$244189.00,20160729,1469,1,3,2,1953,no,no,no,no,no
4839,5335 E LANAI ST  LONG BEACH CA  90808,$256263.00,20160727,1126,1,3,1,1952,no,no,no,no,no
4840,5436 E MEZZANINE WAY  LONG BEACH CA  90808,$660000.00,20160728,1595,1,4,2,1964,no,no,no,no,no
4841,3242 SENASAC AVE  LONG BEACH CA  90808,$635000.00,20160727,1485,1,3,2,1968,no,no,no,no,no
4842,6164 E ROSEBAY ST  LONG BEACH CA  90808,$50562.00,20160727,1828,1,4,2,1956,no,no,no,no,no
4843,3031 SHADYPARK DR  LONG BEACH CA  90808,$705000.00,20160728,1049,1,3,2,1957,no,yes,no,no,no
4844,2871 MAINE AVE  LONG BEACH CA  90806,$393509.00,20160728,1052,1,2,1,1942,no,no,no,no,no
4845,804 W 28TH ST  LONG BEACH CA  90806,$355050.00,20160721,1863,1,4,3,1970,no,yes,no,no,no
4846,2273 MAINE AVE  LONG BEACH CA  90806,$462594.00,20160729,1443,1,3,2,1950,no,no,no,no,no
4847,2410 OREGON AVE  LONG BEACH CA  90806,$405000.00,20160721,1760,1,2,2,1951,no,no,no,no,no
4848,2068 SAN FRANCISCO AVE  LONG BEACH CA  90806,$620000.00,20160726,2022,2,4,2,1932,no,no,no,no,no
4849,1868 GOLDEN AVE  LONG BEACH CA  90806,$335000.00,20160725,777,1,2,1,1939,no,no,no,no,no
4850,1932 GOLDEN AVE  LONG BEACH CA  90806,$448698.00,20160725,1098,1,2,1,1929,no,no,no,no,no
4851,3513 MAINE AVE  LONG BEACH CA  90806,$648000.00,20160729,2678,1,4,3,1968,no,yes,no,no,no
4852,891 W 33RD WAY  LONG BEACH CA  90806,$504900.00,20160727,1352,1,3,1,1950,no,no,no,no,no
4853,3015 SAN FRANCISCO AVE  LONG BEACH CA  90806,$750000.00,20160729,957,1,3,2,1967,no,no,no,no,no
4854,3049 MAINE AVE  LONG BEACH CA  90806,$410000.00,20160721,1855,1,5,3,1960,no,no,no,no,no
4855,638 W 36TH ST  LONG BEACH CA  90806,$445000.00,20160721,1000,1,3,1,1946,no,no,no,no,no
4856,3608 MAGNOLIA AVE  LONG BEACH CA  90806,$70005.00,20160725,1264,1,3,2,1944,no,no,no,no,no
4857,3347 1/2 N CREST DR  LONG BEACH CA  90807,$433058.00,20160722,1907,1,3,3,1992,no,no,yes,no,no
4858,2489 EUCALYPTUS AVE  LONG BEACH CA  90806,$485000.00,20160729,1306,1,2,1,1931,no,no,no,no,no
4859,488 W HILL ST  LONG BEACH CA  90806,$540000.00,20160727,2066,3,3,3,1941,no,no,no,no,no
4860,341 W 21ST ST  LONG BEACH CA  90806,$650000.00,20160728,2674,2,5,3,1933,no,no,no,no,no
4861,2966 CHESTNUT AVE  LONG BEACH CA  90806,$338022.00,20160726,1721,1,3,2,1965,no,no,no,no,no
4862,233 E 25TH ST  LONG BEACH CA  90806,$81168.00,20160728,2128,1,4,2,1928,no,no,no,no,no
4863,241 E 25TH ST  LONG BEACH CA  90806,$103877.00,20160728,2000,2,4,3,1960,no,no,no,no,no
4864,2262 PASADENA AVE  LONG BEACH CA  90806,$388000.00,20160729,1404,1,4,1,1923,no,no,no,no,no
4865,1867 ATLANTIC AVE  LONG BEACH CA  90806,$128346.00,20160721,1114,1,2,3,1995,no,no,yes,no,no
4866,2041 CHESTNUT AVE  LONG BEACH CA  90806,$570000.00,20160722,1634,1,3,2,1930,no,no,no,no,no
4867,2045 MARTIN LUTHER KING JR AVE  LONG BEACH CA  90806,$2219900.00,20160722,10596,10,30,10,1970,no,no,no,no,no
4868,2468 OLIVE AVE  LONG BEACH CA  90806,$435000.00,20160729,1267,1,3,1,1920,no,no,no,no,no
4869,2287 LEWIS AVE  LONG BEACH CA  90806,$880000.00,20160729,6069,4,12,8,1991,no,no,no,no,no
4870,"2599 WALNUT AVE, NO 109  SIGNAL HILL CA  90755",$245000.00,20160722,801,1,1,1,1985,no,no,yes,no,no
4871,,$146200.00,20160721,0,0,0,0,0,no,no,no,no,no
4872,"2298 ROSE AVE, NO 203  SIGNAL HILL CA  90755",$415000.00,20160729,1701,1,2,2,1983,no,no,no,no,no
4873,"2400 SKYLINE DR, NO 203  SIGNAL HILL CA  90755",$344374.00,20160721,1966,1,2,2,1979,no,no,yes,no,no
4874,2061 SAINT LOUIS AVE  SIGNAL HILL CA  90755,$495000.00,20160727,1343,1,2,1,1951,no,no,no,no,no
4875,"2604 E 20TH ST, 303  SIGNAL HILL CA  90755",$375323.00,20160725,1512,1,3,2,1989,no,no,yes,no,no
4876,1893 JUNIPERO AVE  SIGNAL HILL CA  90755,$711553.00,20160729,2604,1,4,3,2009,no,no,no,no,no
4877,2989 PACIFIC COAST HIGHWAY  SIGNAL HILL CA  90755,$389610.00,20160726,1670,1,2,3,2011,no,no,yes,no,no
4878,2270 SARAH CT  SIGNAL HILL CA  90755,$628000.00,20160727,1977,1,3,3,2000,no,no,no,yes,no
4879,2325 JEANS CT  SIGNAL HILL CA  90755,$387997.00,20160729,1868,1,3,3,2000,no,no,no,yes,no
4880,2381 TERMINO AVE  LONG BEACH CA  90815,$261002.00,20160727,2048,2,4,2,1947,no,no,no,no,no
4881,2420 ROYCROFT AVE  LONG BEACH CA  90815,$555000.00,20160721,1053,1,3,1,1948,no,no,no,no,no
4882,4279 E JACINTO WAY  LONG BEACH CA  90815,$578000.00,20160722,1520,2,3,3,1946,no,no,no,no,no
4883,"1770 XIMENO AVE, NO 210  LONG BEACH CA  90815",$278048.00,20160725,902,1,2,1,1966,no,no,yes,no,no
4884,"1770 XIMENO AVE, NO 314  LONG BEACH CA  90815",$237500.00,20160727,720,1,1,1,1966,no,no,yes,no,no
4885,1412 N ANAHEIM PL  LONG BEACH CA  90804,$463000.00,20160729,912,1,2,1,1941,no,no,no,no,no
4886,5005 E 14TH ST  LONG BEACH CA  90804,$371700.00,20160729,740,1,2,1,1926,no,no,no,no,no
4887,5141 E PATTERSON ST  LONG BEACH CA  90815,$72613.00,20160727,965,1,2,1,1953,no,no,no,no,no
4888,2241 CLARK AVE  LONG BEACH CA  90815,$227575.00,20160725,2246,2,4,2,1951,no,no,no,no,no
4889,2410 CLARK AVE  LONG BEACH CA  90815,$529167.00,20160726,1240,1,3,2,1955,no,no,no,no,no
4890,2071 FIDLER AVE  LONG BEACH CA  90815,$253251.00,20160728,1404,1,3,2,1964,no,no,no,no,no
4891,5344 E DAGGETT ST  LONG BEACH CA  90815,$725000.00,20160726,1776,1,3,2,1971,no,no,no,no,no
4892,1900 CHATWIN AVE  LONG BEACH CA  90815,$85989.00,20160721,1460,1,2,2,1954,no,yes,no,no,no
4893,1849 LAVE AVE  LONG BEACH CA  90815,$329158.00,20160728,1979,1,4,2,1960,no,yes,no,no,no
4894,5931 E FAIRBROOK ST  LONG BEACH CA  90815,$865000.00,20160722,1994,1,4,3,1966,no,yes,no,no,no
4895,2101 ALBURY AVE  LONG BEACH CA  90815,$177975.00,20160729,1420,1,2,2,1955,no,no,no,no,no
4896,1828 N COLLEGE CIR  LONG BEACH CA  90815,$765000.00,20160729,1716,1,3,3,1964,no,no,no,no,no
4897,2348 SAN ANSELINE AVE  LONG BEACH CA  90815,$641000.00,20160729,1549,1,3,2,1955,no,no,no,no,no
4898,2225 SAN VICENTE AVE  LONG BEACH CA  90815,$560000.00,20160722,1495,1,3,2,1954,no,no,no,no,no
4899,2201 MCNAB AVE  LONG BEACH CA  90815,$333661.00,20160728,1681,1,4,2,1954,no,no,no,no,no
4900,2838 FAUST AVE  LONG BEACH CA  90815,$557000.00,20160726,1300,1,4,2,1954,no,no,no,no,no
4901,2814 FOREMAN AVE  LONG BEACH CA  90815,$525000.00,20160721,1132,1,2,1,1955,no,no,no,no,no
4902,2908 FOREMAN AVE  LONG BEACH CA  90815,$544000.00,20160729,1615,1,3,2,1962,no,no,no,no,no
4903,2685 FOREMAN AVE  LONG BEACH CA  90815,$214384.00,20160729,1789,1,2,2,1961,no,yes,no,no,no
4904,6042 E SPRING ST  LONG BEACH CA  90815,$625000.00,20160729,1426,1,4,2,1954,no,no,no,no,no
4905,2349 TEVIS AVE  LONG BEACH CA  90815,$660000.00,20160727,1626,1,3,2,1955,no,no,no,no,no
4906,2335 CANEHILL AVE  LONG BEACH CA  90815,$553000.00,20160729,1058,1,3,1,1953,no,no,no,no,no
4907,2408 PALO VERDE AVE  LONG BEACH CA  90815,$80225.00,20160727,1407,1,3,2,1955,no,no,no,no,no
4908,6522 E EL PULCRO ST  LONG BEACH CA  90815,$202554.00,20160721,2273,1,4,3,1976,no,no,no,no,no
4909,2515 LADOGA AVE  LONG BEACH CA  90815,$82124.00,20160727,1540,1,2,2,1954,no,no,no,no,no
4910,2468 LADOGA AVE  LONG BEACH CA  90815,$583267.00,20160728,1758,1,4,2,1959,no,no,no,no,no
4911,2375 VUELTA GRANDE AVE  LONG BEACH CA  90815,$575000.00,20160726,1255,1,2,2,1953,no,yes,no,no,no
4912,2143 PETALUMA AVE  LONG BEACH CA  90815,$715000.00,20160722,2036,1,4,3,1956,no,yes,no,no,no
4913,2703 KNOXVILLE AVE  LONG BEACH CA  90815,$347486.00,20160727,1274,1,3,2,1951,no,no,no,no,no
4914,2713 HACKETT AVE  LONG BEACH CA  90815,$675320.00,20160729,1368,1,3,3,1955,no,no,no,no,no
4915,2815 LADOGA AVE  LONG BEACH CA  90815,$81498.00,20160726,1574,1,3,2,1953,no,no,no,no,no
4916,2856 LADOGA AVE  LONG BEACH CA  90815,$655000.00,20160727,1814,1,4,2,1963,no,no,no,no,no
4917,2819 PETALUMA AVE  LONG BEACH CA  90815,$111209.00,20160726,934,1,2,1,1951,no,no,no,no,no
4918,2120 ROXANNE AVE  LONG BEACH CA  90815,$625000.00,20160728,1707,1,4,2,1953,no,no,no,no,no
4919,2120 KALLIN AVE  LONG BEACH CA  90815,$476884.00,20160729,1661,1,4,2,1954,no,no,no,no,no
4920,2014 LEES AVE  LONG BEACH CA  90815,$685000.00,20160722,1322,1,3,2,1953,no,yes,no,no,no
4921,420 LAURINDA AVE  LONG BEACH CA  90803,$735000.00,20160729,1442,1,3,2,1960,no,no,no,no,no
4922,6214 PARIMA ST  LONG BEACH CA  90803,$351583.00,20160721,2423,1,4,3,1978,no,no,no,no,no
4923,"590 JOHN K DR, 102  LONG BEACH CA  90803",$660000.00,20160728,1974,1,3,3,1987,no,no,no,yes,no
4924,"490 KAKKIS DR, NO 101  LONG BEACH CA  90803",$670067.00,20160721,2120,1,2,3,1984,no,no,no,yes,no
4925,7034 E GOLDCREST ST  LONG BEACH CA  90815,$97806.00,20160722,1398,1,3,2,1963,no,no,no,no,no
4926,6921 E DE LEON ST  LONG BEACH CA  90815,$478246.00,20160728,1472,1,3,2,1956,no,no,no,no,no
4927,6902 E DE LEON ST  LONG BEACH CA  90815,$422638.00,20160728,994,1,3,2,1954,no,no,no,no,no
4928,7151 E ATHERTON DR  LONG BEACH CA  90815,$630000.00,20160721,1178,1,3,2,1958,no,no,no,no,no
4929,6231 RIVIERA CIR  LONG BEACH CA  90815,$505051.00,20160726,2074,1,2,3,1981,no,no,yes,no,no
4930,5141 E EL CEDRAL ST  LONG BEACH CA  90815,$744600.00,20160728,1515,1,3,2,1952,no,yes,no,no,no
4931,"5160 E ATHERTON ST, 65  LONG BEACH CA  90815",$306308.00,20160728,1241,1,2,2,1965,no,no,no,no,no
4932,1170 BRYANT RD  LONG BEACH CA  90815,$1092868.00,20160722,2834,1,4,3,1965,no,no,no,no,no
4933,5568 E LONNA LINDA DR  LONG BEACH CA  90815,$1326000.00,20160726,2292,1,3,3,1975,no,yes,no,no,no
4934,5585 E PACIFIC COAST HWY  LONG BEACH CA  90804,$222000.00,20160727,597,1,1,1,1970,no,no,no,no,no
4935,"5585 E PACIFIC COAST HWY, UNIT 351  LONG BEACH CA  90804",$87665.00,20160725,418,1,0,1,1970,no,no,no,no,no
4936,1050 XIMENO AVE  LONG BEACH CA  90804,$633743.00,20160726,1725,3,4,3,1965,no,no,no,no,no
4937,641 WINSLOW AVE  LONG BEACH CA  90814,$115080.00,20160722,2576,3,6,4,1961,no,no,no,no,no
4938,347 HAVANA AVE  LONG BEACH CA  90814,$1316341.00,20160727,3032,1,3,3,2000,no,no,no,yes,no
4939,6179 LAGUNA CT  LONG BEACH CA  90803,$979000.00,20160725,2501,1,3,3,1987,no,no,no,yes,no
4940,5415 HERON BAY  LONG BEACH CA  90803,$700500.00,20160721,1532,1,3,3,1982,no,no,yes,no,no
4941,354 WHITES LNDG  LONG BEACH CA  90803,$1730000.00,20160727,2451,1,3,3,1993,no,no,no,yes,no
4942,5978 E APPIAN WAY  LONG BEACH CA  90803,$1050000.00,20160725,1520,1,3,2,1960,no,no,no,no,no
4943,172 N LORETA WALK  LONG BEACH CA  90803,$1425000.00,20160726,2743,1,4,3,1975,no,no,no,no,no
4944,166 RIVO ALTO CANAL  LONG BEACH CA  90803,$2490000.00,20160721,2837,1,4,4,2011,no,no,no,no,no
4945,81 SAVONA WALK  LONG BEACH CA  90803,$136844.00,20160726,1882,1,3,2,1964,no,no,no,no,no
4946,220 THE TOLEDO  LONG BEACH CA  90803,$859884.00,20160727,2414,1,3,2,1976,no,no,no,no,no
4947,269 TIVOLI DR  LONG BEACH CA  90803,$880000.00,20160729,1201,1,3,2,1947,no,no,no,no,no
4948,238 VENETIA DR  LONG BEACH CA  90803,$424753.00,20160729,1210,1,2,1,1943,no,no,no,no,no
4949,5661 E SORRENTO DR  LONG BEACH CA  90803,$241211.00,20160726,2577,1,3,3,1959,no,no,no,no,no
4950,280 NOVARA DR  LONG BEACH CA  90803,$925000.00,20160728,1507,1,3,2,1961,no,no,no,no,no
4951,20 POMONA AVE  LONG BEACH CA  90803,$731241.00,20160721,2488,1,3,3,1995,no,no,no,no,no
4952,63 CLAREMONT AVE  LONG BEACH CA  90803,$1164720.00,20160729,2121,2,4,2,1934,no,no,no,no,no
4953,5651 E 4TH ST  LONG BEACH CA  90814,$1122000.00,20160725,2718,1,3,3,1970,no,no,no,no,no
4954,434 ULTIMO AVE  LONG BEACH CA  90814,$143679.00,20160721,2286,1,3,3,1963,no,no,no,no,no
4955,387 WINSLOW AVE  LONG BEACH CA  90814,$702383.00,20160722,1957,1,3,3,1973,no,no,no,no,no
4956,"576 N BELLFLOWER BLVD, UNIT 336  LONG BEACH CA  90814",$375000.00,20160722,1028,1,2,2,1970,no,no,no,no,no
4957,"564 N BELLFLOWER BLVD, UNIT 104  LONG BEACH CA  90814",$312000.00,20160722,693,1,1,1,1970,no,no,no,no,no
4958,300 MANILA AVE  LONG BEACH CA  90814,$1075000.00,20160726,2948,1,3,4,2001,no,no,no,yes,no
4959,5755 AVENIDA ESTORIL  LONG BEACH CA  90814,$479511.00,20160725,2518,1,3,3,1981,no,no,no,yes,no
4960,122 ARGONNE AVE  LONG BEACH CA  90803,$481784.00,20160727,2062,2,4,2,1931,no,no,no,no,no
