,ZIPcode5,PropertyLocation,TotalValue,SQFTmain,Bedrooms,Bathrooms,EffectiveYearBuilt,rowID,RecordingDate,house_type,pool,coordinates
160545,90240,9046 LINDSEY AVE  DOWNEY CA  90240,$601698.00,1705,3,2,1978,20176388034001,2016-06-28,house,no,"(33.955457379999999, -118.10626702)"
160550,90240,9205 ARRINGTON AVE  DOWNEY CA  90240,$468845.00,2409,4,3,1981,20176389001008,2016-06-01,house,no,"(33.95480706, -118.11150976)"
160561,90240,9107 LEMORAN AVE  DOWNEY CA  90240,$53174.00,825,2,1,1951,20176389007002,2016-06-16,house,no,"(33.953417389999998, -118.10665770999999)"
160571,90240,9365 GALLATIN RD  DOWNEY CA  90240,$1198500.00,4862,6,6,2004,20176389009024,2016-06-08,house,no,"(33.949704650000001, -118.10586626)"
160589,90240,9654 CLANCEY AVE  DOWNEY CA  90240,$1008705.00,3760,5,3,2011,20176390003006,2016-06-28,house,no,"(33.949961569999999, -118.11126501)"
160598,90240,9012 LUBEC ST  DOWNEY CA  90240,$651780.00,1781,2,2,1953,20176390010011,2016-06-23,house,no,"(33.95039336, -118.11484265999999)"
160618,90240,9337 GAINFORD ST  DOWNEY CA  90240,$790500.00,2105,3,2,1960,20176390022011,2016-06-23,house,no,"(33.946450660000004, -118.10797237)"
160630,90240,9731 GARNISH DR  DOWNEY CA  90240,$1300500.00,3644,4,3,1960,20176390029012,2016-06-30,house,yes,"(33.948110730000003, -118.10831988)"
160635,90240,9397 RAVILLER DR  DOWNEY CA  90240,$687294.00,3637,4,3,1987,20176391001047,2016-06-17,house,yes,"(33.948424520000003, -118.10556411)"
160641,90240,9826 HASTY AVE  DOWNEY CA  90240,$238073.00,3275,4,4,1953,20176391005019,2016-06-24,house,yes,"(33.946218469999998, -118.10493011)"
160645,90240,9538 LUBEC ST  DOWNEY CA  90240,$162186.00,2669,4,3,1962,20176391008014,2016-06-24,house,yes,"(33.944618159999997, -118.10342367)"
160676,90638,15224 SAN ARDO DR  LA MIRADA CA  90638,$516501.00,2576,6,3,1966,20177001004004,2016-06-03,house,no,"(33.885471100000004, -118.00665626)"
160677,90638,15248 SAN ARDO DR  LA MIRADA CA  90638,$193762.00,1536,3,2,1960,20177001004008,2016-06-02,house,no,"(33.885106110000002, -118.00600785)"
160718,90703,13460 MOORE ST  CERRITOS CA  90703,$695130.00,2359,5,2,1966,20177005009045,2016-06-14,house,no,"(33.881829920000001, -118.04431149)"
160722,90703,16402 ALEXANDER PL  CERRITOS CA  90703,$883320.00,2536,5,3,1966,20177005010066,2016-06-21,house,no,"(33.883204409999998, -118.04496053)"
160723,90703,16428 BAINBROOK AVE  CERRITOS CA  90703,$231617.00,1480,3,2,1968,20177005011037,2016-06-07,house,no,"(33.882514530000002, -118.04400102)"
160731,90703,13428 1/2 VILLAGE DR  CERRITOS CA  90703,$267046.00,853,2,2,1971,20177005015038,2016-06-08,condo,no,"(33.883520650000001, -118.04541017)"
160741,90703,13451 VILLAGE DR  CERRITOS CA  90703,$378420.00,853,2,2,1971,20177005015148,2016-06-01,condo,no,"(33.884020169999999, -118.04464102)"
160747,90703,13607 DRIESER PL  CERRITOS CA  90703,$324155.00,2289,5,3,1972,20177005016035,2016-06-30,house,yes,"(33.882675769999999, -118.04188118)"
160751,90703,16532 LANGFIELD AVE  CERRITOS CA  90703,$474091.00,1854,4,2,1983,20177005017033,2016-06-29,house,no,"(33.88146175, -118.04029393)"
160757,90703,16703 MOORBROOK AVE  CERRITOS CA  90703,$115291.00,2046,4,3,1974,20177006001012,2016-06-30,house,no,"(33.879199659999998, -118.04427052)"
160761,90703,13404 NAOMA LN  CERRITOS CA  90703,$865980.00,2301,4,3,1971,20177006003002,2016-06-30,house,yes,"(33.877543799999998, -118.04608586000001)"
160769,90703,16932 BETTY AVE  CERRITOS CA  90703,$795600.00,1960,4,2,1971,20177006006024,2016-06-01,house,no,"(33.876998839999999, -118.04275577999999)"
160783,90703,13751 JOAQUIN LN  CERRITOS CA  90703,$364574.00,2102,4,3,1971,20177006013011,2016-06-03,house,no,"(33.880325829999997, -118.0380492)"
160815,90703,13049 BEACH ST  CERRITOS CA  90703,$714000.00,1628,4,2,1970,20177008002009,2016-06-30,house,no,"(33.876711440000001, -118.05349396)"
160816,90703,13016 HART PL  CERRITOS CA  90703,$355505.00,1454,3,2,1968,20177008004005,2016-06-29,house,no,"(33.874954219999999, -118.05432963)"
160819,90703,17320 VICKIE AVE  CERRITOS CA  90703,$740520.00,1962,4,3,1968,20177008005003,2016-06-30,house,no,"(33.873743179999998, -118.05314047)"
160823,90703,17129 LEAL AVE  CERRITOS CA  90703,$867000.00,2407,4,3,1971,20177008005035,2016-06-20,house,no,"(33.875081160000001, -118.05284420000001)"
160851,90650,11871 161ST ST  NORWALK CA  90650,$221491.00,1052,3,1,1973,20177009005059,2016-06-07,house,no,"(33.885188049999996, -118.07991312999999)"
160898,90650,12328 160TH ST  NORWALK CA  90650,$422280.00,1080,3,2,1960,20177010004120,2016-06-01,house,no,"(33.885994930000003, -118.06937299000001)"
160913,90703,16501 MIDFIELD LN  CERRITOS CA  90703,$432900.00,1932,4,2,1974,20177010007048,2016-06-06,condo,no,"(33.881358290000001, -118.06667172)"
160915,90703,16412 GREENLAKE LN  CERRITOS CA  90703,$459000.00,1559,3,3,1976,20177010007060,2016-06-28,condo,no,"(33.881695209999997, -118.06774340000001)"
160916,90703,16421 MILLSTREAM LN  CERRITOS CA  90703,$443700.00,1394,3,2,1976,20177010007063,2016-06-16,condo,no,"(33.881392699999999, -118.06719835)"
160917,90703,16405 MILLSTREAM LN  CERRITOS CA  90703,$408000.00,1376,2,2,1976,20177010007070,2016-06-17,condo,no,"(33.881924130000002, -118.06730690000002)"
160923,90703,12532 SLEEPYHOLLOW LN  CERRITOS CA  90703,$190836.00,1376,2,2,1975,20177010007189,2016-06-29,condo,no,"(33.881094660000002, -118.06434909999999)"
160937,90703,12422 CEDARCREEK LN  CERRITOS CA  90703,$642600.00,1384,3,2,1976,20177010012029,2016-06-28,pud,no,"(33.88620152, -118.06766433999999)"
160946,90703,16032 INDIAN CREEK RD  CERRITOS CA  90703,$703000.00,2266,4,3,1976,20177010014005,2016-06-15,pud,no,"(33.885354450000001, -118.06449309999999)"
160959,90703,16517 KNOLL STONE CIR  CERRITOS CA  90703,$672690.00,2164,3,3,1977,20177010022003,2016-06-24,pud,no,"(33.880913130000003, -118.06908403)"
160972,90701,11868 168TH ST  ARTESIA CA  90701,$311100.00,1200,3,2,2010,20177011004022,2016-06-08,house,no,"(33.877962599999996, -118.07993467999999)"
160982,90701,11873 ARKANSAS ST  ARTESIA CA  90701,$129514.00,1058,3,2,1974,20177011007037,2016-06-08,house,no,"(33.879841280000001, -118.07987446999999)"
160987,90650,11848 CEDARVALE ST  NORWALK CA  90650,$463080.00,1472,3,2,1967,20177011009062,2016-06-10,house,no,"(33.881494379999999, -118.08061447999999)"
160995,90701,11949 ARKANSAS ST  ARTESIA CA  90701,$338640.00,828,2,1,1954,20177011016046,2016-06-09,house,no,"(33.879842700000005, -118.07806521000001)"
161014,90701,12037 169TH ST  ARTESIA CA  90701,$336600.00,864,2,1,1962,20177011022061,2016-06-22,house,no,"(33.877672670000003, -118.07567213)"
161019,90701,12048 ARKANSAS ST  ARTESIA CA  90701,$159378.00,875,2,1,1962,20177011024064,2016-06-02,house,no,"(33.879410139999997, -118.07532723999999)"
161030,90650,12034 CHESTERTON ST  NORWALK CA  90650,$428400.00,1138,3,2,1940,20177011029009,2016-06-15,house,no,"(33.882601749999999, -118.07587993)"
161034,90650,12109 CEDARVALE ST  NORWALK CA  90650,$382500.00,921,3,1,1953,20177011031036,2016-06-24,house,no,"(33.881746790000001, -118.07460772)"
161037,90703,16702 JUDY WAY  CERRITOS CA  90703,$305742.00,867,3,1,1971,20177012002092,2016-06-30,condo,no,"(33.879409000000003, -118.06760638999999)"
161047,90703,16901 CHAPARRAL AVE  CERRITOS CA  90703,$114123.00,904,2,1,1972,20177012004030,2016-06-06,condo,no,"(33.87751505, -118.06636346000001)"
161056,90703,16604 SHENANDOAH AVE  CERRITOS CA  90703,$226847.00,904,2,2,1973,20177012006015,2016-06-29,condo,no,"(33.880191289999999, -118.06496783)"
161059,90703,16836 SIERRA VISTA WAY  CERRITOS CA  90703,$346800.00,904,2,2,1973,20177012007006,2016-06-01,condo,no,"(33.878199309999999, -118.0643922)"
161069,90703,16912 SIERRA VISTA WAY  CERRITOS CA  90703,$331500.00,904,2,1,1972,20177012008059,2016-06-21,condo,no,"(33.877435869999999, -118.06478115)"
161073,90703,16940 SIERRA VISTA WAY  CERRITOS CA  90703,$329000.00,828,2,1,1972,20177012008069,2016-06-06,condo,no,"(33.876784739999998, -118.06531818000001)"
161086,90703,16716 MONTE CRISTO AVE  CERRITOS CA  90703,$493027.00,2932,5,3,1971,20177012011011,2016-06-20,house,no,"(33.879098450000001, -118.05908092999999)"
161091,90703,16618 YVETTE WAY  CERRITOS CA  90703,$925361.00,2932,5,3,1971,20177012012016,2016-06-10,house,no,"(33.879952420000002, -118.05743126)"
161103,90703,12703 LUCAS ST  CERRITOS CA  90703,$754800.00,2060,4,3,1973,20177012017022,2016-06-08,house,yes,"(33.877583260000002, -118.06156107)"
161110,90703,17215 MICHAELS AVE  CERRITOS CA  90703,$717892.00,2410,4,3,1977,20177012020018,2016-06-01,house,no,"(33.874570609999999, -118.06129109)"
161117,90703,17218 YVETTE AVE  CERRITOS CA  90703,$767040.00,2082,4,3,1969,20177012024026,2016-06-03,house,no,"(33.875137430000002, -118.05715609000001)"
161119,90703,17108 JEANETTE AVE  CERRITOS CA  90703,$627300.00,1392,3,2,1970,20177012025012,2016-06-10,house,no,"(33.876014050000002, -118.05632823000001)"
161121,90703,17209 MAURICE AVE  CERRITOS CA  90703,$775200.00,2082,4,3,1969,20177012025031,2016-06-23,house,no,"(33.87543239, -118.05599282)"
161159,90650,11675 CHESTERTON ST  NORWALK CA  90650,$379262.00,1247,3,2,1959,20177014011020,2016-06-15,house,no,"(33.883095730000001, -118.08517952)"
161168,90650,11527 BAYLOR DR  NORWALK CA  90650,$408000.00,1438,4,2,1959,20177014013010,2016-06-30,house,no,"(33.88607708, -118.08856428999999)"
161181,90650,11542 ELMHURST DR  NORWALK CA  90650,$433058.00,1424,4,2,1959,20177014017020,2016-06-21,house,no,"(33.883529930000002, -118.08794577)"
161198,90703,11443 WIMBLEY CT  CERRITOS CA  90703,$510000.00,1808,3,3,1987,20177014022026,2016-06-23,pud,no,"(33.879527289999999, -118.08948526)"
161206,90703,11435 HANOVER CT  CERRITOS CA  90703,$494700.00,1590,2,3,1987,20177014022117,2016-06-30,pud,no,"(33.878990620000003, -118.08979119)"
161259,90703,16810 HARVEST AVE  CERRITOS CA  90703,$313108.00,2036,4,2,1967,20177016020052,2016-06-06,house,no,"(33.877862929999999, -118.09230176)"
161266,90703,16813 OUTRIGGER CIR  CERRITOS CA  90703,$698700.00,2282,4,3,1976,20177016023068,2016-06-06,house,no,"(33.877880640000001, -118.09696270000001)"
161270,90703,16825 WINDWARD AVE  CERRITOS CA  90703,$559807.00,1512,3,2,1976,20177016023079,2016-06-06,house,no,"(33.877387030000001, -118.0961258)"
161273,90703,16709 SAMPAN CIR  CERRITOS CA  90703,$349242.00,2006,4,3,1976,20177016024009,2016-06-27,house,yes,"(33.879114200000004, -118.09854697)"
161279,90703,16710 CATAMARAN AVE  CERRITOS CA  90703,$533569.00,2006,4,3,1976,20177016025002,2016-06-10,house,no,"(33.879062810000001, -118.09644732)"
161280,90703,16714 WINDWARD AVE  CERRITOS CA  90703,$689000.00,2006,4,3,1976,20177016025026,2016-06-13,house,yes,"(33.879044579999999, -118.09560955000001)"
161287,90706,16213 OREGON AVE  BELLFLOWER CA  90706,$510000.00,1256,2,2,1961,20177017004005,2016-06-03,house,no,"(33.886920250000003, -118.11653418)"
161289,90706,16221 OREGON AVE  BELLFLOWER CA  90706,$663000.00,2148,3,3,1963,20177017004008,2016-06-03,house,no,"(33.886758550000003, -118.11653815)"
161297,90706,10319 MIDWAY ST  BELLFLOWER CA  90706,$495178.00,3204,3,2,1987,20177017009011,2016-06-16,house,no,"(33.883991340000001, -118.11447084)"
161298,90706,10323 MIDWAY ST  BELLFLOWER CA  90706,$372588.00,1350,3,2,1985,20177017009012,2016-06-16,house,no,"(33.883991530000003, -118.11432075)"
161321,90706,10348 PARK ST  BELLFLOWER CA  90706,$293779.00,1473,3,2,1954,20177017027017,2016-06-10,house,no,"(33.878115399999999, -118.11335206)"
161327,90706,10245 BEACH ST  BELLFLOWER CA  90706,$307525.00,1762,3,2,1985,20177017028012,2016-06-27,house,no,"(33.87774443, -118.11566140000001)"
161329,90706,10226 PARK ST  BELLFLOWER CA  90706,$438339.00,1539,3,2,1964,20177017028016,2016-06-01,house,no,"(33.878113210000002, -118.11630131)"
161333,90703,13557 ACORO PL  CERRITOS CA  90703,$652800.00,1348,3,2,1970,20177022001050,2016-06-24,house,no,"(33.872286289999998, -118.04232681000001)"
161334,90703,13541 DESTINO ST  CERRITOS CA  90703,$657900.00,1358,4,2,1970,20177022001061,2016-06-09,house,no,"(33.871581419999998, -118.04281494999999)"
161339,90703,13540 SEMORA PL  CERRITOS CA  90703,$595032.00,1410,4,2,1970,20177022002019,2016-06-01,house,yes,"(33.870437950000003, -118.04282568000001)"
161348,90703,17614 ANTONIO AVE  CERRITOS CA  90703,$74224.00,1344,4,2,1971,20177022006009,2016-06-20,house,no,"(33.871380670000001, -118.03800197)"
161364,90703,17904 LAURELBROOK PL  CERRITOS CA  90703,$672180.00,1200,3,2,1970,20177022011018,2016-06-03,house,yes,"(33.868743670000001, -118.04013327)"
161373,90703,13702 CARNABY ST  CERRITOS CA  90703,$139046.00,1440,3,2,1973,20177022013038,2016-06-28,house,no,"(33.866945989999998, -118.03990828000001)"
161399,90703,17503 LA BONITA WAY  CERRITOS CA  90703,$663000.00,1604,4,2,1970,20177022020022,2016-06-07,house,yes,"(33.87239941, -118.03659134999999)"
161414,90703,13453 FELSON ST  CERRITOS CA  90703,$216982.00,1102,3,2,1970,20177023001049,2016-06-06,house,no,"(33.869450389999997, -118.04445748000001)"
161418,90703,13539 ASHWORTH PL  CERRITOS CA  90703,$712980.00,1624,3,2,1969,20177023002051,2016-06-01,house,yes,"(33.868746510000001, -118.04277229)"
161425,90703,13500 ASHWORTH PL  CERRITOS CA  90703,$341349.00,1306,3,2,1968,20177023003024,2016-06-21,house,no,"(33.86853077, -118.04403416)"
161437,90703,18403 BETTY WAY  CERRITOS CA  90703,$861045.00,2374,4,3,1971,20177023009041,2016-06-02,house,yes,"(33.86503038, -118.04336994000001)"
161451,90701,12237 186TH ST  ARTESIA CA  90701,$324884.00,2691,4,4,1987,20177024004015,2016-06-15,house,no,"(33.86270244, -118.07101944)"
161453,90703,12342 CHARLWOOD ST  CERRITOS CA  90703,$387979.00,2504,4,2,1967,20177024007008,2016-06-30,house,no,"(33.85880744, -118.06933905)"
161455,90703,12354 EDGEFIELD ST  CERRITOS CA  90703,$112117.00,2739,5,3,1970,20177024007028,2016-06-07,house,no,"(33.859487799999997, -118.06896304999999)"
161456,90703,12368 EDGEFIELD ST  CERRITOS CA  90703,$203382.00,2688,3,2,1972,20177024007030,2016-06-15,house,yes,"(33.859559339999997, -118.06851531)"
161458,90703,12336 DROXFORD CIR  CERRITOS CA  90703,$892500.00,2500,4,3,1967,20177024008010,2016-06-30,house,yes,"(33.860869950000001, -118.06954257)"
161503,90701,17518 NORWALK BLVD  ARTESIA CA  90701,$430519.00,1440,3,2,1962,20177025007005,2016-06-24,house,no,"(33.871946520000002, -118.07208833)"
161505,90701,17503 BELSHIRE AVE  ARTESIA CA  90701,$540600.00,1210,3,2,1962,20177025007048,2016-06-14,house,no,"(33.872207639999999, -118.07097038000001)"
161507,90703,17615 CORTNER AVE  CERRITOS CA  90703,$461410.00,2036,4,2,1968,20177025008003,2016-06-08,house,no,"(33.87073144, -118.07017498)"
161518,90703,17813 SYBRANDY AVE  CERRITOS CA  90703,$663000.00,1501,4,2,1977,20177025015017,2016-06-17,house,yes,"(33.869158800000001, -118.06688452)"
161525,90703,17918 CHAPARRAL WAY  CERRITOS CA  90703,$218394.00,1556,2,2,1981,20177025018014,2016-06-06,house,yes,"(33.868315899999999, -118.06545088)"
161528,90703,12326 ROSE ST  CERRITOS CA  90703,$389016.00,2195,4,2,1970,20177025019015,2016-06-16,house,yes,"(33.869603249999997, -118.06894174)"
161530,90703,12362 ROSE ST  CERRITOS CA  90703,$679058.00,2018,4,3,1971,20177025019028,2016-06-06,house,no,"(33.869609670000003, -118.06768399000001)"
161543,90703,12340 REVA ST  CERRITOS CA  90703,$63535.00,1203,3,2,1968,20177025024020,2016-06-06,house,no,"(33.867475730000002, -118.06900704)"
161566,90703,12937 GLENDA ST  CERRITOS CA  90703,$331476.00,1554,3,2,1973,20177027001007,2016-06-15,house,no,"(33.872901880000001, -118.05671451000001)"
161568,90703,13156 CAROLYN ST  CERRITOS CA  90703,$339318.00,1230,3,2,1968,20177027002013,2016-06-30,house,no,"(33.872509399999998, -118.05107365000001)"
161579,90703,13103 SUTTON ST  CERRITOS CA  90703,$689938.00,1934,4,3,1971,20177027005018,2016-06-10,house,no,"(33.869135100000001, -118.05255844)"
161587,90703,13236 CAROLYN ST  CERRITOS CA  90703,$729300.00,1543,3,2,1990,20177027009029,2016-06-24,house,no,"(33.872519969999999, -118.04952039)"
161589,90703,17422 MARTHA AVE  CERRITOS CA  90703,$257272.00,1335,3,2,1968,20177027010005,2016-06-20,house,no,"(33.872449959999997, -118.04819661000001)"
161592,90703,17702 OWEN AVE  CERRITOS CA  90703,$769080.00,2245,3,3,1972,20177027011010,2016-06-28,house,no,"(33.870763650000001, -118.04673293)"
161599,90703,13313 FELSON PL  CERRITOS CA  90703,$211776.00,1594,4,2,1970,20177027012020,2016-06-16,house,yes,"(33.869428450000001, -118.04814007)"
161610,90703,13256 SUTTON ST  CERRITOS CA  90703,$581400.00,1283,3,2,1969,20177027018002,2016-06-01,house,no,"(33.867067990000002, -118.04893394)"
161613,90703,13128 SUTTON ST  CERRITOS CA  90703,$206827.00,2672,5,4,1977,20177027018024,2016-06-24,house,no,"(33.868434360000002, -118.05230405)"
161625,90703,13061 ROSE ST  CERRITOS CA  90703,$425488.00,1934,4,3,1971,20177027023093,2016-06-13,house,no,"(33.870121529999999, -118.05301581000001)"
161644,90703,13523 ANDY ST  CERRITOS CA  90703,$790500.00,2374,4,4,1979,20177028006026,2016-06-08,house,no,"(33.862285890000003, -118.04361692000001)"
161662,90703,18607 JEFFREY AVE  CERRITOS CA  90703,$90078.00,1454,4,2,1980,20177028013005,2016-06-13,house,no,"(33.862941980000002, -118.05467994)"
161666,90703,13050 ARABELLA LN  CERRITOS CA  90703,$1042825.00,2894,5,5,1995,20177028015015,2016-06-09,house,no,"(33.863787709999997, -118.05354549)"
161678,90703,18333 NORAN AVE  CERRITOS CA  90703,$671160.00,1200,4,2,1972,20177028018013,2016-06-13,house,yes,"(33.864868270000002, -118.05224103)"
161684,90703,13128 CANTRECE LN  CERRITOS CA  90703,$677280.00,1480,4,2,1971,20177028021006,2016-06-10,house,no,"(33.862422969999997, -118.05175457999999)"
161694,90703,13262 DROXFORD ST  CERRITOS CA  90703,$637500.00,1438,4,2,1979,20177028024007,2016-06-10,house,no,"(33.861233599999998, -118.04840957)"
161697,90703,13230 HEDDA PL  CERRITOS CA  90703,$754800.00,2183,4,3,1978,20177028025018,2016-06-10,house,no,"(33.864534579999997, -118.04895268999999)"
161716,90703,18311 SUSAN PL  CERRITOS CA  90703,$230492.00,1736,3,2,1978,20177030006013,2016-06-24,house,no,"(33.865536720000001, -118.05843020000002)"
161764,90703,18047 POINT ARGUELLO PL  CERRITOS CA  90703,$437663.00,2268,4,3,1975,20177030024001,2016-06-23,house,yes,"(33.866548850000001, -118.0547297)"
161772,90703,11928 ACLARE ST  CERRITOS CA  90703,$700740.00,2046,4,3,1974,20177033006011,2016-06-17,house,no,"(33.874207939999998, -118.07897783)"
161792,90701,12052 RENDOVA ST  ARTESIA CA  90701,$74446.00,1272,4,2,1967,20177033015015,2016-06-22,house,no,"(33.869586320000003, -118.07507560000001)"
161799,90701,11864 ASHWORTH ST  ARTESIA CA  90701,$387600.00,810,2,1,1941,20177033021008,2016-06-24,house,no,"(33.868296950000001, -118.07997691999999)"
161806,90701,11941 183RD ST  ARTESIA CA  90701,$428400.00,924,2,1,1974,20177033023015,2016-06-07,house,no,"(33.866015660000002, -118.07835599000001)"
161823,90701,18028 HORST AVE  ARTESIA CA  90701,$489600.00,1014,2,1,1949,20177033029012,2016-06-21,house,no,"(33.866176080000002, -118.07433252)"
161841,90701,"17721 NORWALK BLVD, NO 51  ARTESIA CA  90701",$428400.00,1478,3,3,1984,20177033035051,2016-06-23,pud,no,"(33.869724050000002, -118.07380539)"
161847,90703,12153 SAINT TROPEZ DR  CERRITOS CA  90703,$492920.00,2253,4,3,1989,20177033036041,2016-06-17,pud,no,"(33.87388559, -118.07361797)"
161848,90703,17204 MONACO DR  CERRITOS CA  90703,$579870.00,2253,4,3,1989,20177033036082,2016-06-29,pud,no,"(33.874795159999998, -118.07287753999999)"
161855,90703,17318 HARVEST AVE  CERRITOS CA  90703,$267650.00,2036,4,2,1967,20177034003045,2016-06-30,house,no,"(33.873259019999999, -118.09176796)"
161895,90703,10717 ASHWORTH CIR  CERRITOS CA  90703,$524352.00,1521,3,2,1967,20177034020021,2016-06-15,house,no,"(33.868259549999998, -118.10783001999999)"
161905,90703,17816 SAN GABRIEL AVE  CERRITOS CA  90703,$664934.00,2367,4,3,1967,20177034022074,2016-06-06,house,no,"(33.870722499999999, -118.10654384)"
161906,90703,17862 SAN GABRIEL AVE  CERRITOS CA  90703,$421462.00,2621,5,3,1968,20177034022092,2016-06-07,house,yes,"(33.869443220000001, -118.10620143)"
161926,90701,17355 CAINE DR  ARTESIA CA  90701,$110664.00,1950,5,2,1964,20177035003032,2016-06-30,house,yes,"(33.873727629999998, -118.09004159)"
161964,90701,"17888 ALBURTIS AVE, A109  ARTESIA CA  90701",$244800.00,630,2,1,2005,20177035014049,2016-06-21,condo,no,"(33.868318279999997, -118.08380242)"
161989,90701,"17628 ALBURTIS AVE, APT 0037  ARTESIA CA  90701",$280500.00,1012,2,2,1980,20177035019084,2016-06-07,condo,no,"(33.870581440000002, -118.08371499999998)"
162000,90703,18718 PALO VERDE AVE  CERRITOS CA  90703,$1249900.00,3857,9,6,1969,20177038006027,2016-06-03,house,no,"(33.860847040000003, -118.10806063)"
